,airport_ident,length_ft,le_ident,surface,lighted,closed
6891,61OK,2000.0,18,TURF,0,0
6892,61OR,1800.0,7,DIRT-F,0,0
6893,61PN,2800.0,5,ASPH,0,0
6894,61TA,4000.0,7,TURF,0,0
6895,61TE,2400.0,16,ASPH,0,0
6896,61TS,53.0,H1,ASPH-G,0,0
6897,61TX,1800.0,2,TURF,0,0
6898,61VA,3000.0,3,TURF,0,0
6899,61WA,2500.0,E,TURF,0,0
6900,61WI,2000.0,N,TURF,0,0
6901,61XS,2800.0,7,TURF,0,0
6902,61Y,2960.0,4,TURF,0,0
6903,61Y,1125.0,18U,TURF,0,0
6904,62AK,2000.0,9,WATER,0,0
6905,62AL,2467.0,11,TURF-G,1,0
6906,62AR,1100.0,17,Turf,0,0
6907,62C,2425.0,1,TURF-F,1,0
6908,62C,1200.0,18,TURF-F,0,0
6909,62CA,65.0,H1,CONC,0,0
6910,62CL,3750.0,7,DIRT,0,0
6911,62CN,100.0,H1,ASPH-CONC,0,0
6912,62CO,2500.0,17,TURF,0,0
6913,62FD,2500.0,6,WATER,0,0
6914,62FL,3200.0,9,ASPH,0,0
6915,62GA,2930.0,18,TURF,0,0
6916,62IA,2200.0,17,TURF,0,0
6917,62II,67.0,H1,CONC,0,0
6918,62IL,1925.0,N,TURF,0,0
6919,62IN,1600.0,9,TURF,0,0
6920,62IS,2640.0,N,TURF,0,0
6921,62K,2400.0,18,TURF-F,1,0
6922,62KY,44.0,H1,CONC,1,0
6923,62LA,2600.0,17,ASPH,0,0
6924,62LS,40.0,H1,CONC,0,0
6925,62MD,1700.0,8,TURF,0,0
6926,62MN,2000.0,2,TURF,0,0
6927,62MN,1300.0,4,TURF,0,0
6928,62MN,1800.0,18,TURF,0,0
6929,62MO,2600.0,9,TURF,0,0
6930,62NC,2200.0,4,ASPH-TURF,0,0
6931,62ND,1700.0,8,TURF,0,0
6932,62ND,2600.0,17,TURF,0,0
6933,62NE,3630.0,N,Turf,0,0
6934,62NH,35.0,H1,CONC,0,0
6935,62NJ,1800.0,16,TURF,0,0
6936,62NM,2200.0,4,DIRT-P,0,0
6937,62NM,3210.0,10,ASPH-F,0,0
6938,62NY,155.0,H1,TURF,1,0
6939,62OH,3400.0,18,TURF,1,0
6940,62OI,36.0,H1,ASPH,0,0
6941,62OK,2900.0,9,TURF,0,0
6942,62OR,110.0,H1,TURF,0,0
6943,62PA,2600.0,6,TURF,0,0
6944,62TA,1550.0,2,DIRT,0,0
6945,62TE,90.0,H1,CONC,1,0
6946,62TS,20.0,H1,CONC,0,0
6947,62TX,2400.0,17,ASPH-P,0,0
6948,62VA,2200.0,9,TURF,0,0
6949,62WA,60.0,H1,CONC,0,0
6950,62WI,75.0,H1,ASPH-G,0,0
6951,62XS,2400.0,16,TURF,1,0
6952,63A,9000.0,NE,WATER-E,0,0
6953,63AK,1200.0,15,GRVL,0,0
6954,63AR,2200.0,8,ASPH-F,0,0
6955,63AR,2900.0,17,TURF-G,0,0
6956,63AZ,60.0,H1,ASPH,1,0
6957,63CA,3000.0,10,DIRT,0,0
6958,63CL,2800.0,NW,TURF,0,0
6959,63CN,1860.0,7,GRVL-TRTD,0,0
6960,63CO,2500.0,4,TURF-F,0,0
6961,63FD,2290.0,18,TURF,0,0
6962,63FL,60.0,H1,CONC-G,0,0
6963,63GA,2700.0,10,TURF,0,0
6964,63IA,40.0,H1,CONC,1,0
6965,63II,1650.0,18,TURF,0,0
6966,63IL,2525.0,9,TURF,0,0
6967,63IS,1780.0,18,TURF,0,0
6968,63K,2000.0,17,TURF-GRVL-F,0,0
6969,63KY,40.0,H1,CONC,1,0
6970,63MI,50.0,H1,CONC,1,0
6971,63MN,2000.0,NE,TURF,0,0
6972,63MO,20.0,H1,ASPH,0,0
6973,63NC,2800.0,9,TURF,0,0
6974,63ND,2500.0,N,TURF,0,0
6975,63NJ,150.0,H1,TURF,0,0
6976,63NY,3200.0,18,TURF,0,0
6977,63OH,2800.0,15,TURF,0,0
6978,63OI,2000.0,10,TURF,0,0
6979,63OK,100.0,H1,TURF,0,0
6980,63OR,2300.0,17,DIRT,0,0
6981,63PN,50.0,H1,CONC,1,0
6982,63S,2695.0,1,ASPH-G,1,0
6983,63TA,3080.0,16,TURF,0,0
6984,63TE,2000.0,14,TRTD-DIRT,0,0
6985,63TS,50.0,H1,CONC,0,0
6986,63TX,1400.0,15,TURF,0,0
6987,63VA,30.0,H1,CONC,0,0
6988,63WA,1600.0,18,DIRT,0,0
6989,63WI,2250.0,14,TURF,0,0
6990,63XS,4100.0,17,ASPH,1,0
6991,63Y,2600.0,14,TURF-G,1,0
6992,64AK,1200.0,9,GRVL,0,0
6993,64AZ,24.0,H1,MATS,0,0
6994,64C,1775.0,9,TURF-F,0,0
6995,64CA,65.0,H1,ASPH,0,0
6996,64CL,1200.0,NW,TURF,0,0
6997,64CO,1450.0,17,DIRT-P,0,0
6998,64CT,2200.0,1,ASPH,1,0
6999,64F,3000.0,14,GRVL-TURF-F,0,0
7000,64FA,1980.0,9,TURF,0,0
7001,64FA,3300.0,18,TURF,1,0
7002,64FD,46.0,H1,CONC,0,0
7003,64FL,20.0,H1,CONC,0,0
7004,64G,2600.0,17,ASPH-F,1,0
7005,64GA,2050.0,16,TURF,0,0
7006,64I,4080.0,18,TURF-G,0,0
7007,64II,45.0,H1,CONC,0,0
7008,64IL,2640.0,E,TURF,0,0
7009,64IN,2600.0,18,TURF,0,0
7010,64IS,12.0,H1,CONC,0,0
7011,64KY,1600.0,17,TURF,0,0
7012,64LL,75.0,H1,ASPH-GRVL,0,0
7013,64ME,90.0,H1,TURF,0,0
7014,64MI,12.0,H1,CONC,0,0
7015,64MN,11.0,H1,WOOD,1,0
7016,64MO,3260.0,3,TURF,0,0
7017,64NC,1800.0,1,TURF,0,0
7018,64ND,2660.0,15,TURF,0,0
7019,64NE,50.0,H1,CONC,0,0
7020,64NJ,1000.0,H1,ASPH,0,0
7021,64NY,1900.0,13,TURF,0,0
7022,64NY,1320.0,18,TURF,0,0
7023,64NY,50.0,H1,TURF,0,0
7024,64OG,5180.0,7,ASPH,0,0
7025,64OH,2100.0,1,TURF,0,0
7026,64OI,50.0,H1,TURF,0,0
7027,64OK,20.0,H1,CONC,0,0
7028,64OR,2300.0,7,TURF,0,0
7029,64PA,80.0,H1,ASPH,0,0
7030,64PN,60.0,H1,ASPH,0,0
7031,64TA,50.0,H1,CONC,0,0
7032,64TE,2700.0,2,ASPH,0,0
7033,64TS,64.0,H1,CONC,1,0
7034,64TX,45.0,H1,CONC,1,0
7035,64V,2800.0,13,ASPH-F,1,0
7036,64WA,150.0,H1,ASPH-G,0,0
7037,64WI,2700.0,6,TURF-GRVL,0,0
7038,64XS,50.0,H1,CONC,0,0
7039,65AK,2700.0,6,TURF,0,0
7040,65AR,2600.0,6,TURF,1,0
7041,65AZ,40.0,H1,ASPH-CONC,1,0
7042,65B,2024.0,8,TURF-GRVL-G,1,0
7043,65CA,20.0,H1,ASPH,0,0
7044,65CL,2400.0,16,ASPH,0,0
7045,65CN,2900.0,E,TREATED,0,0
7046,65CO,1400.0,11,TURF,0,0
7047,65FD,20.0,H1,CONC-G,0,0
7048,65FL,50.0,H1,TURF,0,0
7049,65FL,50.0,H2,TURF,0,0
7050,65G,3050.0,9,TURF-G,1,0
7051,65G,2000.0,18,TURF-G,0,0
7052,65GA,50.0,H1,ASPH,0,0
7053,65IL,2400.0,18,TURF,1,0
7054,65IN,60.0,H1,TURF,0,0
7055,65IS,2300.0,9,TURF,0,0
7056,65KS,2235.0,7,TURF,0,0
7057,65KS,1800.0,16,TURF,0,0
7058,65KY,40.0,H1,CONC,0,0
7059,65LA,3200.0,2,ASPH-F,1,0
7060,65LA,5000.0,02W,WATER,0,0
7061,65MI,150.0,H1,TURF,0,0
7062,65MN,3000.0,E,TURF,0,0
7063,65MO,30.0,H1,CONC,0,0
7064,65NC,200.0,H1,TURF,0,0
7065,65NM,3600.0,17,DIRT,0,0
7066,65NY,2600.0,NW,TURF,0,0
7067,65OH,2500.0,8,TURF,0,0
7068,65OI,25.0,H1,TURF,0,0
7069,65OK,30.0,H1,TURF,0,0
7070,65OR,150.0,H1,CONC-GRVL,0,0
7071,65PA,1710.0,7,TURF,0,0
7072,65TE,2500.0,14,TURF-F,0,0
7073,65TN,2200.0,5,TURF,0,0
7074,65TS,1600.0,4,TURF,0,0
7075,65TX,5000.0,18,TURF,0,0
7076,65WA,1300.0,6,TURF,0,0
7077,65WN,1800.0,13,TURF,0,0
7078,65XS,2200.0,15,TURF,0,0
7079,66AK,1700.0,12W,WATER,0,0
7080,66AZ,40.0,H1,CONC,0,0
7081,66B,1635.0,16,TURF-F,0,0
7082,66CA,1800.0,1,DIRT,0,0
7083,66CL,2200.0,NW,DIRT,0,0
7084,66CN,100.0,H1,ASPH,0,0
7085,66CO,15.0,H1,CONC-G,0,0
7086,66FD,1340.0,9,TURF,0,0
7087,66FL,48.0,H1,CONC,1,0
7088,66G,2530.0,9,TURF-G,1,0
7089,66GA,1700.0,9,TURF,0,0
7090,66II,2000.0,18,TURF,0,0
7091,66IL,2000.0,12,TURF,0,0
7092,66IN,1025.0,18,TURF-G,0,0
7093,66KS,2640.0,17,TURF,0,0
7094,66KY,2400.0,10,TURF,0,0
7095,66LA,1600.0,9,TURF,0,0
7096,66MI,2200.0,17,TURF,0,0
7097,66MN,2500.0,9,TURF,0,0
7098,66MO,900.0,18,TURF,0,0
7099,66NC,2800.0,10,TURF,0,0
7100,66NJ,150.0,H1,TURF,0,0
7101,66NY,2800.0,18,TURF,0,0
7102,66OH,45.0,H1,CONC,0,0
7103,66OI,3000.0,16,TURF,0,0
7104,66OK,2000.0,7,TURF,0,0
7105,66OR,50.0,H1,TURF,0,0
7106,66PA,50.0,H1,CONC,0,0
7107,66S,3100.0,15,TURF-G,0,0
7108,66TA,50.0,H1,CONC,0,0
7109,66TE,2800.0,17,ASPH-TRTD-G,0,0
7110,66TS,50.0,H1,CONC,0,0
7111,66TX,3750.0,15,ASPH,0,0
7112,66VA,60.0,H1,ASPH,0,0
7113,66VT,1100.0,2,Turf,0,0
7114,66WA,1800.0,7,TURF,0,0
7115,66WI,1150.0,N,TURF,0,0
7116,66XS,2200.0,13,TURF-F,1,0
7117,67AK,2640.0,E,GRVL,0,0
7118,67AR,3100.0,17,TURF,0,0
7119,67AZ,35.0,H1,CONC,0,0
7120,67CA,3000.0,9,ASPH,0,0
7121,67CL,2000.0,N,GRAVEL,0,0
7122,67CN,114.0,H1,ASPH-CONC,0,0
7123,67CO,1400.0,17,TURF,0,0
7124,67D,2850.0,18,TURF-G,0,0
7125,67FD,40.0,H1,CONC,0,0
7126,67FL,3400.0,18,TURF,0,0
7127,67GA,2300.0,6,TURF,0,0
7128,67II,1800.0,18,TURF,0,0
7129,67IL,2000.0,18,TURF,0,0
7130,67IS,30.0,H1,CONC,0,0
7131,67KS,2240.0,18,DIRT,0,0
7132,67KY,1500.0,4,TURF,0,0
7133,67LA,20.0,H1,CONC,0,0
7134,67LL,1600.0,E,TURF,0,0
7135,67ME,300.0,H1,TURF,0,0
7136,67MN,2700.0,NW,TURF,0,0
7137,67MO,2640.0,18,TURF,0,0
7138,67NC,3000.0,18,TURF,0,0
7139,67ND,2600.0,8,TURF,0,0
7140,67NE,2765.0,17,TURF,1,0
7141,67NJ,2100.0,6,TURF,0,0
7142,67NY,325.0,E,TURF,0,0
7143,67OG,1500.0,10,TURF,0,0
7144,67OH,2450.0,9,TURF,0,0
7145,67OI,30.0,H1,CONC,0,0
7146,67OK,1000.0,9,TURF,0,0
7147,67OR,1960.0,16,TURF,0,0
7148,67PA,60.0,H1,TURF,0,0
7149,67PN,2100.0,10,TURF-G,0,0
7150,67S,4400.0,14,TURF-GRVL-F,0,0
7151,67SC,2042.0,12,Turf,0,0
7152,67TA,400.0,H1,TURF,0,0
7153,67TE,2400.0,1,TURF,0,0
7154,67TS,50.0,H1,TURF,0,0
7155,67TX,2764.0,16,CONC-G,0,0
7156,67VA,1800.0,4,TURF,0,0
7157,67WA,2000.0,9,TURF,0,0
7158,67WI,2600.0,18,TURF,0,0
7159,67XS,80.0,H1,ASPH,1,0
7160,68A,9000.0,NW,WATER,0,0
7161,68AK,20.0,H1,WOOD,0,0
7162,68AR,1200.0,17,Turf,0,0
7163,68AZ,3000.0,3,DIRT,0,0
7164,68AZ,1850.0,17,DIRT,0,0
7165,68C,2530.0,4,TURF-F,0,0
7166,68C,1800.0,9,TURF-F,0,0
7167,68C,1745.0,13,TURF-F,0,0
7168,68CA,3000.0,15,ASPH-F,0,0
7169,68CL,4500.0,16,ASP,1,0
7170,68CN,2600.0,9,DIRT,0,0
7171,68FD,5280.0,9,TURF,0,0
7172,68FL,50.0,H1,ASPH,0,0
7173,68G,3068.0,18,TURF-P,0,0
7174,68GA,40.0,H1,TURF,0,0
7175,68ID,780.0,2,TURF,0,0
7176,68II,30.0,H1,CONC,0,0
7177,68IL,2540.0,N,TURF,0,0
7178,68IN,1200.0,9,TURF,0,0
7179,68IS,3000.0,9,ASPH,1,0
7180,68JY,10000.0,ALL,WATER,0,0
7181,68KS,1300.0,8,TURF,0,0
7182,68KS,2600.0,17,TURF,0,0
7183,68KY,2400.0,9,TURF,0,0
7184,68LA,3000.0,13,TURF,0,0
7185,68MI,1665.0,3,TURF-P,0,0
7186,68MI,1850.0,9,TURF-P,0,0
7187,68MN,2200.0,N,TURF,0,0
7188,68MO,100.0,H1,ASPH,0,0
7189,68NC,2150.0,14,TURF,0,0
7190,68NE,1700.0,2,TURF,0,0
7191,68NJ,75.0,H1,ASPH,0,0
7192,68NM,2700.0,13,DIRT,0,0
7193,68NY,2000.0,10,TURF,0,0
7194,68OI,40.0,H1,ASPH,0,0
7195,68OK,60.0,H1,ASPH,0,0
7196,68OR,2000.0,3,GRVL-G,0,0
7197,68PA,1800.0,9,TURF,0,0
7198,68R,2580.0,9,TURF-F,1,0
7199,68TA,20.0,H1,CONC,0,0
7200,68TE,2630.0,17,TURF,0,0
7201,68TS,4600.0,2,ASP,0,0
7202,68TX,3000.0,6,TURF-P,0,0
7203,68TX,5000.0,12,TURF-P,0,0
7204,68VA,48.0,H1,CONC-G,1,0
7205,68WA,2000.0,7,TURF,1,0
7206,68WI,56.0,H1,ASPH,0,0
7207,68XS,1900.0,7,TURF,0,0
7208,68XS,2500.0,17,TURF,0,0
7209,68Y,2912.0,17,TURF-G,1,0
7210,69AK,2000.0,06W,WATER,0,0
7211,69AZ,50.0,H1,CONC,1,0
7212,69CA,60.0,H1,CONC,0,0
7213,69CL,2600.0,18,ASPH,0,0
7214,69CO,87.0,H1,CONC-G,1,0
7215,69CT,60.0,H1,TURF,0,0
7216,69FA,100.0,H1,Turf,0,0
7217,69FD,1965.0,10,TURF-G,0,0
7218,69FL,2300.0,9,TURF,0,0
7219,69G,2471.0,18,TURF-G,0,0
7220,69GA,180.0,H1,TURF,0,0
7221,69GE,2500.0,17,TURF,0,0
7222,69II,2000.0,8,TURF,0,0
7223,69IL,2600.0,18,TURF,0,0
7224,69IN,50.0,H1,GRAVEL,0,0
7225,69KS,2600.0,1,TURF-G,0,0
7226,69KY,30.0,H1,CONC,0,0
7227,69LA,48.0,H1,CONC,0,0
7228,69LL,2275.0,9,TURF,0,0
7229,69MI,2625.0,10,TURF,0,0
7230,69MN,2500.0,N,TURF,0,0
7231,69MO,1800.0,10,TURF,0,0
7232,69MT,2949.0,1,Turf,0,0
7233,69MY,2600.0,9,TURF,0,0
7234,69N,2455.0,1,ASPH-G,1,0
7235,69NC,2200.0,8,TURF,0,0
7236,69ND,1500.0,N,TURF,0,0
7237,69NY,100.0,H1,ASPH,0,0
7238,69OH,1500.0,1,TURF,0,0
7239,69OI,2400.0,18,TURF,0,0
7240,69OK,2100.0,6,TURF,1,0
7241,69OR,800.0,18,TURF,0,0
7242,69PA,1100.0,8,TURF,1,0
7243,69S,1975.0,17,GRVL-F,0,0
7244,69TA,2400.0,17,TURF-DIRT,0,0
7245,69TE,2000.0,4,TURF,0,0
7246,69TS,1500.0,12,TURF,0,0
7247,69TX,4390.0,14,ASPH,0,0
7248,69VA,3000.0,2,ASP,0,0
7249,69WA,96.0,H1,ASPH-CONC,0,0
7250,69WI,130.0,H1,TURF,0,0
7251,69XA,2400.0,17,TURF,0,0
7252,69XS,2800.0,18,TURF,0,0
7253,6A5,2550.0,17,CONC-TURF-G,1,0
7254,6A6,2600.0,13,TURF-G,0,0
7255,6A7,1200.0,ALL,WATER-E,0,0
7256,6AK,2100.0,11,DIRT-P,0,0
7257,6AK1,2000.0,16,GRAVEL,0,0
7258,6AK2,1600.0,6,GRAVEL,0,0
7259,6AK3,1900.0,15,GRAVEL,0,0
7260,6AK5,900.0,12,GRAVEL,0,0
7261,6AK5,2800.0,18,GRAVEL,1,0
7262,6AK7,2000.0,11,TURF,0,0
7263,6AK8,1200.0,18,TURF,0,0
7264,6AK9,1320.0,4,GRVL,0,0
7265,6AL3,1300.0,4,TURF,0,0
7266,6AL6,2500.0,10,TURF,0,0
7267,6AL8,40.0,H1,CON,1,0
7268,6AR0,2500.0,7,TURF,0,0
7269,6AR1,1200.0,12,TURF,0,0
7270,6AR2,2300.0,15,TURF,0,0
7271,6AR3,60.0,H1,CONC,0,0
7272,6AR4,40.0,H1,CONC,0,0
7273,6AR7,40.0,H1,CONC-G,0,0
7274,6AR8,1400.0,9,GRE,0,0
7275,6AR8,2500.0,18,GRE,0,0
7276,6AR9,3000.0,9,TURF,0,0
7277,6AZ0,68.0,H1,CONC,1,0
7278,6AZ2,3400.0,9,DIRT,0,0
7279,6AZ2,5000.0,18,DIRT,0,0
7280,6AZ5,3000.0,8,TURF,0,0
7281,6AZ6,40.0,H1,CONC,1,0
7282,6AZ7,175.0,H1,TURF,0,0
7283,6AZ8,2650.0,7,ASPH,0,0
7284,6B0,2500.0,1,ASPH-G,0,0
7285,6B3,1900.0,3,TURF-F,0,0
7286,6B4,2550.0,13,ASPH-F,1,0
7287,6B6,2770.0,3,ASPH-F,1,0
7288,6B6,1600.0,12,TURF-GRVL-F,0,0
7289,6C0,2750.0,18,TURF-G,0,0
7290,6C2,3112.0,9,TURF-G,0,0
7291,6CA0,50.0,H1,ASPH,0,0
7292,6CA1,2300.0,15,TURF,0,0
7293,6CA2,65.0,H1,CONC,0,0
7294,6CA3,150.0,H1,ASPH,0,0
7295,6CA4,45.0,H1,CONC,0,0
7296,6CA5,2800.0,9,TRTD-DIRT,0,0
7297,6CA5,3000.0,18,TRTD-DIRT,1,0
7298,6CA6,4000.0,8,ASPH-GRVL,0,0
7299,6CA8,1800.0,1,DIRT,0,0
7300,6CA9,82.0,H1,CONC,0,0
7301,6CL0,1000.0,12,DIRT,0,0
7302,6CL2,25.0,H1,TURF,0,0
7303,6CL3,40.0,H1,CONC,0,0
7304,6CL4,1100.0,15,TURF,0,0
7305,6CL5,75.0,H1,TURF,0,0
7306,6CL6,800.0,5,DIRT,0,0
7307,6CL7,35.0,H1,CONC,0,0
7308,6CL8,1700.0,9,GRVL,0,0
7309,6CL9,2500.0,9,TURF,0,0
7310,6CO0,6750.0,8,DIRT-TURF-F,0,0
7311,6CO1,4000.0,8,TURF,0,0
7312,6CO2,2400.0,16,TURF-F,0,0
7313,6CO3,4800.0,1,DIRT,0,0
7314,6CO4,610.0,9,ASPH-TURF-G,0,0
7315,6CO5,15.0,H1,CONC,0,0
7316,6CO6,2600.0,7,TURF,0,0
7317,6CO7,25.0,H1,TURF,0,0
7318,6CO8,60.0,H1,ASPH,0,0
7319,6CO9,65.0,H1,ASPH,0,0
7320,6D3,3200.0,12,TURF-G,0,0
7321,6D5,50.0,H1,TURF-G,0,0
7322,6D7,1725.0,5,TURF-G,0,0
7323,6D7,2480.0,9,TURF-G,0,0
7324,6F1,3300.0,1,ASPH-G,1,0
7325,6F7,1845.0,2,TURF-G,0,0
7326,6F7,3600.0,7,TURF-G,0,0
7327,6F7,5000.0,12,TURF-G,0,0
7328,6FA8,50.0,H1,TURF,0,0
7329,6FD0,2600.0,9,TURF,0,0
7330,6FD1,35.0,H1,CONC,0,0
7331,6FD2,2800.0,17,TURF,0,0
7332,6FD4,100.0,H1,TURF,0,0
7333,6FD5,3000.0,10,TURF-F,0,0
7334,6FD6,2500.0,17,TURF,0,0
7335,6FD7,2750.0,2,TURF,0,0
7336,6FD8,60.0,H1,CONC,0,0
7337,6FD9,200.0,H1,GRVL,0,0
7338,6FL0,3000.0,18,TURF-G,0,0
7339,6FL1,40.0,H1,CONC,1,0
7340,6FL2,1800.0,10,TURF,0,0
7341,6FL3,4000.0,1,ASPH,0,0
7342,6FL4,1800.0,9,TURF,0,0
7343,6FL5,30.0,H1,CONC,1,0
7344,6FL6,65.0,H1,CONC,0,0
7345,6FL7,465.0,H1,TURF,0,0
7346,6FL8,2600.0,18,TURF-G,0,0
7347,6FL9,2200.0,18,TURF,0,0
7348,6G6,2750.0,4,TURF-G,0,0
7349,6G8,2822.0,1,TURF-G,1,0
7350,6GA0,2500.0,15,TURF,0,0
7351,6GA1,2200.0,18,TURF,0,0
7352,6GA2,100.0,H1,CONC,0,0
7353,6GA3,50.0,H1,CONC,0,0
7354,6GA4,3000.0,6,TURF,0,0
7355,6GA5,2000.0,1,TURF,0,0
7356,6GA6,50.0,H1,CONC,0,0
7357,6GA7,60.0,H1,TURF,0,0
7358,6GA8,2200.0,15,TURF,0,0
7359,6GA9,30.0,H1,TURF,0,0
7360,6GE2,1800.0,18,TURF,0,0
7361,6H4,2105.0,9,TURF-F,0,0
7362,6H8,3800.0,17,TURF-F,0,0
7363,6IA0,50.0,H1,CONC,0,0
7364,6IA1,100.0,H1,ASPH,0,0
7365,6IA2,70.0,H1,ASPH,0,0
7366,6IA3,40.0,H1,CONC,0,0
7367,6IA4,36.0,H1,CONC,0,0
7368,6IA7,1500.0,16,TURF,0,0
7369,6IA8,30.0,H1,ASPH,0,0
7370,6IA9,50.0,H1,ASPH-CONC,0,0
7371,6ID1,2200.0,7,ASPH-G,0,0
7372,6II0,2700.0,18,TURF,0,0
7373,6II1,12.0,H1,CONC,0,0
7374,6II2,1400.0,E,TURF,0,0
7375,6II4,3400.0,9,ASPH,0,0
7376,6II5,70.0,H1,ASPH,0,0
7377,6II6,1700.0,N,TURF,0,0
7378,6II7,1800.0,18,TURF,0,0
7379,6II8,2200.0,2,TURF,0,0
7380,6IL0,2640.0,N,TURF,0,0
7381,6IL1,40.0,H1,CONC,0,0
7382,6IL2,2000.0,7,TURF,1,0
7383,6IL3,1500.0,9,TURF,0,0
7384,6IL3,1200.0,13,TURF,0,0
7385,6IL4,2200.0,17,TURF,0,0
7386,6IL5,1850.0,1,TURF,0,0
7387,6IL6,3000.0,E,TURF,0,0
7388,6IL6,2100.0,N,TURF,0,0
7389,6IL7,100.0,H1,CONC-G,0,0
7390,6IL8,100.0,H1,CONC,1,0
7391,6IN0,14.0,H1,CONC,1,0
7392,6IN2,2600.0,18,TURF,0,0
7393,6IN3,2600.0,9,TURF,0,0
7394,6IN4,2400.0,9,TURF,0,0
7395,6IN5,2140.0,18,TURF,0,0
7396,6IN6,3000.0,16,TURF,0,0
7397,6IN7,3500.0,10W,WATER,0,0
7398,6IN8,1800.0,18,TURF,0,0
7399,6IN9,2500.0,13W,WATER,0,0
7400,6IS0,2200.0,9,TURF,1,0
7401,6IS1,100.0,H1,CONC,0,0
7402,6IS2,36.0,H1,CONC,1,0
7403,6IS4,44.0,H1,CONC,0,0
7404,6IS5,1000.0,H1,CONC,0,0
7405,6IS7,88.0,H1,CONC,0,0
7406,6IS8,2260.0,9,TURF,0,0
7407,6IS9,70.0,H1,CONC,0,0
7408,6J6,2640.0,11,TURF-G,0,0
7409,6J6,1584.0,15,TURF-G,0,0
7410,6J8,4990.0,10,TURF-G,0,0
7411,6J8,2825.0,16,TURF-G,0,0
7412,6JY8,80.0,H1,CONC,1,0
7413,6JY8,80.0,H2,CONC,1,0
7414,6K2,2300.0,17,TURF-G,0,0
7415,6K7,2250.0,17,TURF-F,0,0
7416,6K9,2275.0,6,TURF-F,0,0
7417,6KS0,40.0,H1,CONC,0,0
7418,6KS1,2600.0,18,TURF,0,0
7419,6KS2,2600.0,N,TURF,0,0
7420,6KS4,3003.0,14,TURF,0,0
7421,6KS5,2500.0,3,TURF,0,0
7422,6KS7,2000.0,17,TURF,0,0
7423,6KS8,2650.0,18,TURF,0,0
7424,6KS9,40.0,H1,ASPH,0,0
7425,6KY3,2060.0,1,TURF,0,0
7426,6KY4,1800.0,9,TURF,0,0
7427,6KY6,1500.0,4,TURF,0,0
7428,6KY7,1200.0,4,Turf,0,0
7429,6LA0,600.0,H1,TURF,0,0
7430,6LA1,3500.0,3,TURF,0,0
7431,6LA3,100.0,H1,TURF,0,0
7432,6LA4,2500.0,2,TURF,0,0
7433,6LA5,2500.0,18,ASPH-TURF,0,0
7434,6LA6,3000.0,18,TURF,0,0
7435,6LA7,50.0,H1,GRAVEL,0,0
7436,6LA9,20.0,H1,CONC,0,0
7437,6LL0,2150.0,N,TURF,0,0
7438,6LL1,1775.0,9,TURF,0,0
7439,6LL2,1600.0,9,TURF,0,0
7440,6LL4,1900.0,18,TURF,0,0
7441,6LL5,2200.0,E,TURF,0,0
7442,6LL6,2400.0,N,TURF,0,0
7443,6LL7,100.0,H1,TURF,0,0
7444,6LL8,4000.0,NE,TURF,0,0
7445,6LL9,20.0,H1,CONC,0,0
7446,6M8,2700.0,18,ASPH-G,1,0
7447,6MA0,3000.0,17,WATER,0,0
7448,6MA1,25.0,H1,WOOD,0,0
7449,6MA2,2000.0,12,TURF,0,0
7450,6MA3,150.0,HI,TURF,0,0
7451,6MA4,70.0,H1,ASPH,0,0
7452,6MA5,25.0,H1,ASPH,0,0
7453,6MA6,70.0,H1,TURF,0,0
7454,6MA7,32.0,H1,CONC,0,0
7455,6MA8,3500.0,2,WATER,0,0
7456,6MA8,3500.0,16,WATER,0,0
7457,6MA9,2500.0,3,WATER,0,0
7458,6MA9,2500.0,9,WATER,0,0
7459,6MD1,1488.0,6,TURF,0,0
7460,6MD2,3250.0,15,TURF,0,0
7461,6MD3,1400.0,E,TURF,0,0
7462,6MD4,2200.0,13,TURF,0,0
7463,6MD6,42.0,H1,CONC,1,0
7464,6MD7,2450.0,10,TURF,0,0
7465,6MD8,2750.0,18,TURF,0,0
7466,6MD9,40.0,H1,CONC,0,0
7467,6MI0,2100.0,6,TURF,0,0
7468,6MI1,1980.0,9,TURF,0,0
7469,6MI2,1850.0,17,TURF,0,0
7470,6MI3,2100.0,3,TURF,0,0
7471,6MI4,20.0,H1,CONC,0,0
7472,6MI5,90.0,H1,CONC,1,0
7473,6MI6,1200.0,9,TURF,0,0
7474,6MI6,2000.0,14,TURF,0,0
7475,6MI7,2000.0,9,TURF,0,0
7476,6MI8,20.0,H1,CONC,0,0
7477,6MI9,650.0,H1,TURF,0,0
7478,6MI9,550.0,H2,TURF,0,0
7479,6MN0,3700.0,18,TURF,0,0
7480,6MN2,2100.0,N,TURF,0,0
7481,6MN4,4000.0,2,WATER,0,0
7482,6MN4,6000.0,14,WATER,0,0
7483,6MN5,4000.0,16W,WATER,0,0
7484,6MN6,5000.0,01W,WATER,0,0
7485,6MN6,5000.0,12W,WATER,0,0
7486,6MN8,2600.0,N,TURF,0,0
7487,6MN9,2000.0,12,TURF,1,0
7488,6MO0,2200.0,4,TURF,0,0
7489,6MO1,400.0,N,TURF,0,0
7490,6MO2,1600.0,13,TURF-F,0,0
7491,6MO3,2550.0,2,TURF,0,0
7492,6MO4,2340.0,18,TURF,0,0
7493,6MO5,40.0,H1,CONC,0,0
7494,6MO6,1800.0,E,TURF,0,0
